1763300750.609007,1763300775.991692,25.38268518447876,renovacion,L0005
1763300775.9924073,1763300776.0205197,0.028112411499023438,renovacion,L0001
1763300776.0206711,1763300776.0472405,0.026569366455078125,renovacion,L0002
1763300776.0474052,1763300776.0754542,0.028048992156982422,devolucion,L0003
1763300776.0755935,1763300776.0938976,0.018304109573364258,prestamo,L0005
1763300776.0940433,1763300776.0941312,8.797645568847656e-05,devolucion,L0006
1763300776.0941987,1763300776.101002,0.006803274154663086,devolucion,L0008
1763300776.1011164,1763300776.164192,0.06307554244995117,prestamo,L0010
1763300776.1643062,1763300776.1769812,0.012675046920776367,prestamo,L0002
1763300776.177142,1763300776.192729,0.015587091445922852,renovacion,L0003
1763300776.1929433,1763300776.202703,0.009759664535522461,devolucion,L0007
1763300776.2030144,1763300776.2223659,0.019351482391357422,devolucion,L0002
1763300776.2224882,1763300776.231342,0.008853912353515625,devolucion,L0009
1763300776.231474,1763300776.2498193,0.018345355987548828,renovacion,L0009
1763300776.2499747,1763300776.266364,0.01638936996459961,prestamo,L0009